time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
17:30:12:2650,-0.0813,10.2375,3.5112,10.823
17:30:12:2750,0.1582,10.2596,3.5031,10.842
17:30:12:2910,0.6131,10.3105,3.4389,10.886
17:30:12:2940,0.5603,10.3363,3.3970,10.895
17:30:12:3040,0.9534,10.5546,1.5518,10.711
17:30:12:3140,1.3864,10.7254,-0.0540,10.815
17:30:12:3310,0.8051,10.4877,2.6415,10.845
17:30:12:3350,0.6621,10.4302,2.9503,10.860
17:30:12:3439,0.6118,10.4162,2.5676,10.745
17:30:12:3540,1.3581,10.5881,-0.5772,10.690
17:30:12:3740,-2.0894,7.7965,4.6843,9.332
17:30:12:3760,-2.0009,7.7825,4.7267,9.323
17:30:12:3840,-5.6922,5.1097,11.1332,13.508
17:30:12:3940,-12.5429,-0.9798,3.1326,12.965
17:30:12:4060,-26.4975,-42.7574,-18.3453,53.543
17:30:12:4130,-9.8211,-46.5824,-18.7866,51.179
17:30:12:4250,7.2435,-53.3634,-10.1632,54.803
17:30:12:4340,3.0177,-44.7353,3.2636,44.956
17:30:12:4470,-0.3030,-35.5059,8.0889,36.417
17:30:12:4540,1.1399,-24.0194,8.2783,25.432
17:30:12:4650,3.1768,-11.7343,5.9597,13.539
17:30:12:4750,2.1555,-3.7442,4.4167,6.178
17:30:12:4920,-4.9408,2.6303,-0.4927,5.619
17:30:12:4960,-6.5297,3.7389,-3.4106,8.261
17:30:12:5040,-8.2300,5.2550,-6.9022,11.958
17:30:12:5140,-7.4832,5.2650,-6.5830,11.272
17:30:12:5300,-5.3735,7.0580,-4.8446,10.107
17:30:12:5330,-4.0979,7.8225,-5.0445,10.170
17:30:12:5430,-0.7154,9.7538,-4.0088,10.570
17:30:12:5530,1.7682,11.0801,0.0454,11.220
17:30:12:5709,3.9140,11.6436,0.6241,12.300
17:30:12:5719,4.1724,11.6038,0.9062,12.364
17:30:12:5830,3.7575,11.5130,1.4247,12.194
17:30:12:5930,2.9059,11.5231,2.4156,12.127
17:30:12:6050,1.9422,11.4954,3.1823,12.085
17:30:12:6140,0.3015,11.6135,2.8223,11.955
17:30:12:6250,-1.7693,12.0064,1.0423,12.181
17:30:12:6340,-3.5065,12.5571,-2.0139,13.192
17:30:12:6470,-0.9500,12.2563,-2.0298,12.460
17:30:12:6540,1.6181,11.5886,-1.2325,11.766
17:30:12:6640,4.2441,10.5514,-0.0126,11.373
17:30:12:6740,6.0703,9.8560,1.6211,11.688
17:30:12:6899,8.5768,8.9464,4.9796,13.356
17:30:12:6939,9.0765,8.7501,5.4656,13.741
17:30:12:7060,9.8562,8.4962,5.8523,14.268
17:30:12:7150,10.2139,8.2273,5.5375,14.236
17:30:12:7320,7.3820,7.9349,3.2345,11.310
17:30:12:7350,7.1636,7.8732,2.3697,10.905
17:30:12:7440,6.2978,7.9429,-0.9955,10.185
17:30:12:7550,4.4890,7.3474,-3.8668,9.439
17:30:12:7730,-1.7559,3.9926,-6.3412,7.696
17:30:12:7750,-1.6928,3.9546,-6.2251,7.567
17:30:12:7860,-4.8163,1.0760,-7.3766,8.875
17:30:12:7940,-10.4031,-1.5462,4.0993,11.288
17:30:12:8060,-25.8426,-8.0660,12.1088,29.657
17:30:12:8139,-25.4109,-8.2905,12.1607,29.365
17:30:12:8240,-24.7922,-19.3791,-14.9125,34.822
17:30:12:8340,-11.1641,-19.4322,-3.1983,22.638
17:30:12:8470,1.3957,-23.6891,-6.1300,24.509
17:30:12:8540,4.1092,-27.4822,-13.0362,30.694
17:30:12:8630,5.0334,-28.3243,-8.1262,29.894
17:30:12:8730,3.4538,-26.0561,0.5159,26.289
17:30:12:8910,-14.8791,-23.2486,3.1167,27.778
17:30:12:8950,-18.3106,-21.1841,2.1737,28.085
17:30:12:9030,-22.0271,-14.3291,-1.3007,26.310
17:30:12:9130,-18.6122,-8.5803,-1.9093,20.583
17:30:12:9330,-11.8539,-1.2129,2.0201,12.086
17:30:12:9360,-10.6342,-0.4360,1.4129,10.737
17:30:12:9460,-4.7869,2.1411,-1.4386,5.438
17:30:12:9590,-0.4576,4.9837,-0.6648,5.049
17:30:12:9730,5.2031,9.3087,0.3040,10.668
17:30:12:9750,5.7775,9.6972,0.3478,11.293
17:30:12:9850,7.4208,10.5564,0.5365,12.915
17:30:12:9950,7.6463,10.6002,0.6085,13.084
17:30:13:0050,7.1669,10.2897,-0.0243,12.540
17:30:13:0130,6.6047,10.1342,-0.6956,12.116
17:30:13:0240,4.9531,9.9263,-0.8894,11.129
17:30:13:0340,3.7230,9.8623,-0.8014,10.572
17:30:13:0460,2.9755,9.8127,-0.7837,10.284
17:30:13:0540,2.5615,9.7638,-0.9072,10.135
17:30:13:0650,2.2437,9.7509,-1.0052,10.056
17:30:13:0740,1.7171,9.7858,-1.0491,9.991
17:30:13:0910,0.8530,9.7994,-1.0338,9.891
17:30:13:0950,0.4373,9.7912,-0.9057,9.843
17:30:13:1040,-0.2835,9.8065,-0.4007,9.819
17:30:13:1140,-1.0291,9.8977,0.7641,9.980
17:30:13:1310,-2.0145,10.1739,3.6248,10.987
17:30:13:1350,-2.2902,10.1383,4.6914,11.404
17:30:13:1450,-2.0751,10.3391,5.4201,11.857
17:30:13:1540,-1.8030,10.3885,5.6413,11.958
17:30:13:1719,-1.6105,10.4101,4.8179,11.583
17:30:13:1760,-1.5704,10.3846,4.6948,11.504
17:30:13:1840,-1.2436,10.2716,4.1576,11.151
17:30:13:1940,-0.8686,10.1138,3.9569,10.895
17:30:13:2060,0.1233,7.6015,-7.8022,10.894
17:30:13:2140,-0.8474,6.2161,-1.7665,6.518
17:30:13:2240,-5.7592,5.5181,12.1051,14.497
17:30:13:2340,-17.2138,-12.1826,17.5031,27.406
17:30:13:2490,-12.0100,-35.6195,5.8047,38.035
17:30:13:2540,11.7422,-58.7086,-51.8984,79.234
17:30:13:2640,11.2405,-62.3958,-4.7280,63.576
17:30:13:2740,-5.7540,-52.5055,10.8062,53.914
17:30:13:2910,2.4922,-21.0327,8.6284,22.870
17:30:13:2950,3.1492,-15.3242,7.8607,17.508
17:30:13:3050,3.0062,-4.7712,7.1376,9.097
17:30:13:3140,1.8387,2.0778,1.8819,3.353
17:30:13:3300,-5.3931,5.1445,-8.9526,11.649
17:30:13:3330,-5.2188,4.8435,-8.9367,11.426
17:30:13:3439,-4.4119,4.4861,-7.3788,9.697
17:30:13:3540,-5.6275,4.5384,-6.3142,9.599
17:30:13:3720,-3.8406,7.1422,-5.4933,9.795
17:30:13:3750,-3.1731,7.3120,-4.2161,9.017
17:30:13:3830,-1.8795,8.9408,-3.1357,9.659
17:30:13:3940,-1.1729,11.1810,-2.3528,11.486
17:30:13:4050,1.0451,12.3915,-1.3958,12.514
17:30:13:4140,2.5230,12.3754,-0.2580,12.633
17:30:13:4250,3.1857,11.9941,1.6212,12.515
17:30:13:4340,3.0037,11.6533,2.8695,12.372
17:30:13:4470,2.4261,11.5210,2.2224,11.982
17:30:13:4550,1.8472,11.6328,0.7182,11.800
17:30:13:4640,1.5270,11.7339,-0.9557,11.871
17:30:13:4750,1.9315,11.5421,-0.7672,11.728
17:30:13:4980,3.7139,10.8263,0.3868,11.452
17:30:13:5000,4.1080,10.7612,0.5521,11.532
17:30:13:5030,4.7912,10.7197,0.2694,11.745
17:30:13:5130,5.2376,10.8295,0.3302,12.034
17:30:13:5300,5.3028,10.8044,0.4150,12.043
17:30:13:5330,6.5255,10.3019,2.1626,12.385
17:30:13:5440,7.0533,9.6374,4.0815,12.621
17:30:13:5540,7.1853,9.1943,4.8969,12.655
17:30:13:5719,4.1327,8.5629,1.5305,9.630
17:30:13:5740,3.9324,8.3614,1.2584,9.325
17:30:13:5840,3.0476,7.5079,0.4688,8.116
17:30:13:5940,1.3955,6.5837,-1.6100,6.920
17:30:13:6070,-3.8574,4.4238,-5.7149,8.192
17:30:13:6140,-8.2158,2.2869,-5.1511,9.963
17:30:13:6250,-13.5257,-0.6920,4.3325,14.220
17:30:13:6350,-26.1197,-7.4477,1.8624,27.225
17:30:13:6460,-26.5295,-16.7838,-16.8809,35.644
17:30:13:6540,-17.0827,-18.6583,-6.3592,26.084
17:30:13:6650,-8.4227,-16.8378,4.9124,19.457
17:30:13:6750,-1.5565,-14.6931,1.9252,14.900
17:30:13:6909,-4.2587,-25.2569,-4.2200,25.959
17:30:13:6939,-4.3430,-25.1651,-4.3588,25.906
17:30:13:7050,-8.2041,-34.2193,-1.5907,35.225
17:30:13:7140,-11.5596,-33.4816,-0.4369,35.424
17:30:13:7320,-12.1607,-18.9237,0.5856,22.502
17:30:13:7350,-11.5995,-16.0628,0.6408,19.824
17:30:13:7460,-9.9433,-10.0502,0.3995,14.143
17:30:13:7530,-7.6221,-5.4366,-1.2333,9.443
17:30:13:7720,-2.7426,2.3570,-1.2022,3.811
17:30:13:7740,-2.3805,3.5011,-1.0339,4.358
17:30:13:7850,-0.7754,7.4369,-1.0418,7.549
17:30:13:7950,1.5176,10.0326,-1.7966,10.305
17:30:13:8050,3.4204,11.8229,-2.1556,12.495
17:30:13:8129,4.0021,12.3211,-2.6605,13.225
17:30:13:8240,4.2158,12.2080,-4.4227,13.652
17:30:13:8340,3.9977,11.9118,-5.0753,13.551
17:30:13:8470,3.6117,11.1943,-4.5269,12.604
17:30:13:8540,3.6337,10.8237,-4.0879,12.127
17:30:13:8640,3.8683,10.6090,-4.4880,12.151
17:30:13:8740,4.2858,10.5119,-6.2233,12.946
17:30:13:8900,2.5513,9.7698,1.8303,10.262
17:30:13:8950,1.8640,9.7136,3.6220,10.533
17:30:13:9040,1.4150,9.9285,5.2168,11.304
17:30:13:9140,1.7932,10.0827,4.9806,11.388
17:30:13:9320,2.0394,10.1398,4.7615,11.386
17:30:13:9360,1.8148,10.1478,4.7882,11.367
17:30:13:9450,1.4570,10.1310,4.6066,11.224
17:30:13:9530,1.2167,10.0935,4.5964,11.157
17:30:13:9720,0.2975,9.9711,3.9683,10.736
17:30:13:9750,-0.0834,9.9849,3.7740,10.675
17:30:13:9840,-0.7552,10.0819,3.5102,10.702
17:30:13:9950,-1.6253,10.1255,3.1994,10.743
17:30:14:0080,-2.8613,10.2409,2.6656,10.962
17:30:14:0140,-4.3712,10.1688,1.8473,11.222
17:30:14:0230,-8.9385,8.2164,-10.1519,15.826
17:30:14:0340,-8.2453,7.0264,-0.2672,10.836
17:30:14:0460,-4.2325,7.3402,5.7064,10.215
17:30:14:0540,-3.6433,6.4764,7.4608,10.530
17:30:14:0640,-5.0086,0.5634,7.5757,9.099
17:30:14:0740,-14.7723,-63.0384,6.5567,65.077
17:30:14:0910,-1.9278,-68.6469,0.7463,68.678
17:30:14:0930,1.9660,-67.2631,-0.0242,67.292
17:30:14:1040,7.5344,-36.5463,-1.6553,37.352
17:30:14:1140,7.5218,-14.3059,-11.8422,20.037
17:30:14:1310,-4.4769,-0.8176,-4.2836,6.250
17:30:14:1350,-6.0097,-0.0611,-1.3331,6.156
17:30:14:1450,-7.1288,2.7595,1.5491,7.800
17:30:14:1540,-6.8026,4.9448,-2.6648,8.822
17:30:14:1710,-6.6971,4.9463,-2.5685,8.713
17:30:14:1729,-5.2635,8.0812,-1.3385,9.737
17:30:14:1840,-3.6503,9.4269,-0.5777,10.125
17:30:14:1940,-1.8189,11.1082,0.6210,11.273
17:30:14:2070,1.2208,12.4053,-1.9196,12.612
17:30:14:2130,3.9839,12.2732,-0.9932,12.942
17:30:14:2260,5.8803,11.7628,1.0776,13.195
17:30:14:2360,6.6826,11.5612,3.3361,13.764
17:30:14:2460,6.6422,11.5851,4.0960,13.968
17:30:14:2550,6.1705,11.7123,3.4830,13.689
17:30:14:2640,5.1682,11.9469,2.7016,13.294
17:30:14:2750,3.5873,12.0911,2.2228,12.806
17:30:14:2920,1.3227,11.6360,1.5768,11.817
17:30:14:2940,1.0591,11.5724,1.4361,11.709
17:30:14:3070,0.6328,11.3524,1.3396,11.449
17:30:14:3130,0.3192,11.2339,1.2782,11.311
17:30:14:3320,0.5834,11.3063,-0.6887,11.342
17:30:14:3350,0.9262,11.1533,-0.9636,11.233
17:30:14:3439,2.9562,10.2944,-1.3978,10.801
17:30:14:3540,4.3556,9.2794,-0.9212,10.292
17:30:14:3720,2.7289,7.5798,-0.6810,8.085
17:30:14:3760,2.5550,7.3333,-0.3779,7.775
17:30:14:3840,1.2970,6.6655,0.2202,6.794
17:30:14:3950,0.0540,6.0236,-1.4763,6.202
17:30:14:4060,-1.2671,5.2294,-7.1812,8.973
17:30:14:4150,-0.9210,3.9240,-9.6237,10.434
17:30:14:4240,-0.6411,2.6755,-1.5492,3.157
17:30:14:4330,-2.6280,1.6797,8.6911,9.234
17:30:14:4470,-16.7840,-4.4654,1.9205,17.474
17:30:14:4540,-31.5474,-12.6067,-12.8585,36.325
17:30:14:4640,-27.3439,-19.6685,-5.5323,34.134
17:30:14:4750,-12.8272,-15.6415,3.8826,20.598
17:30:14:4910,-18.5135,-32.0530,-1.9766,37.068
17:30:14:4950,-19.0094,-39.1288,-3.9670,43.682
17:30:14:5060,-13.7031,-47.3879,-7.7374,49.932
17:30:14:5140,-9.7305,-39.8928,-5.6293,41.446
17:30:14:5310,-3.6210,-18.0550,0.8793,18.435
17:30:14:5330,-3.1328,-15.6537,0.6972,15.979
17:30:14:5440,-0.5967,-7.9735,-0.1376,7.997
17:30:14:5550,1.3478,-2.1880,-1.0041,2.759
17:30:14:5719,4.6251,5.1929,-0.3554,6.963
17:30:14:5750,3.9413,5.8175,-0.3670,7.036
17:30:14:5840,3.1690,8.8199,0.7505,9.402
17:30:14:5940,4.2474,10.5084,-1.8841,11.490
17:30:14:6060,4.9411,11.3614,-1.3895,12.467
17:30:14:6150,4.4898,11.2513,-0.5010,12.124
17:30:14:6240,3.5497,10.6230,-0.9850,11.244
17:30:14:6350,2.3120,9.5120,-1.7980,9.953
17:30:14:6470,1.5131,8.4515,-3.1304,9.139
17:30:14:6550,1.1357,8.1156,-4.1404,9.181
17:30:14:6650,0.7510,7.7709,-4.2585,8.893
17:30:14:6750,0.1513,7.7288,-3.0749,8.319
17:30:14:6919,0.0478,9.0329,-1.2102,9.114
17:30:14:6949,0.0295,9.3586,-0.6356,9.380
17:30:14:7040,-0.1842,9.9604,1.0808,10.021
17:30:14:7150,-0.6823,9.9897,3.4619,10.595
17:30:14:7310,-0.4512,10.2095,3.8716,10.928
17:30:14:7350,-0.2928,10.2648,3.8871,10.980
17:30:14:7450,-0.1943,10.2458,3.7918,10.927
17:30:14:7550,0.2453,10.2414,4.0692,11.023
17:30:14:7740,1.1808,10.1131,4.1025,10.977
17:30:14:7770,1.1718,10.1047,4.1499,10.986
17:30:14:7840,1.5817,9.9472,3.6190,10.703
17:30:14:7950,1.6419,9.8963,3.3473,10.575
17:30:14:8050,1.5729,9.9703,3.4031,10.652
17:30:14:8139,1.4133,10.0297,3.5264,10.725
17:30:14:8240,1.0282,10.2775,3.2943,10.841
17:30:14:8340,0.5527,9.0714,-2.4407,9.410
17:30:14:8460,-1.6172,7.5218,3.3026,8.373
17:30:14:8550,-3.5258,6.1682,6.3650,9.539
17:30:14:8650,-5.1235,4.1170,6.3168,9.116
17:30:14:8750,-11.2228,-12.2967,3.3170,16.975
17:30:14:8910,-25.9815,-67.3771,-0.5564,72.215
17:30:14:8950,-23.4805,-68.5309,-1.7281,72.462
17:30:14:9040,-6.8393,-61.6473,-1.8420,62.053
17:30:14:9140,6.2857,-41.1536,1.8747,41.673
17:30:14:9320,12.4187,-13.1544,-2.8218,18.309
17:30:14:9380,12.7752,-10.3729,-5.0992,17.228
17:30:14:9450,7.2181,-2.6926,-11.5876,13.915
17:30:14:9540,-0.3023,1.9098,-8.5951,8.810
17:30:14:9700,-5.5088,6.4346,-5.4431,10.069
17:30:14:9730,-5.4629,6.7926,-5.2762,10.189
17:30:14:9830,-2.9240,7.7941,-4.9977,9.710
17:30:14:9940,0.5538,9.3483,-3.7350,10.082
17:30:15:0040,2.4127,10.8079,2.6696,11.391
17:30:15:0130,1.7418,12.4113,1.4712,12.619
17:30:15:0230,2.6429,12.3171,-0.1797,12.599
17:30:15:0330,3.5841,11.9477,-0.6885,12.493
17:30:15:0500,3.8149,11.5044,1.1780,12.178
17:30:15:0530,3.3783,11.2519,2.8095,12.079
17:30:15:0650,2.8230,11.0984,4.1862,12.193
17:30:15:0740,2.3862,11.1428,4.1177,12.117
17:30:15:0910,-0.2122,11.8869,-0.1710,11.890
17:30:15:0950,-0.9722,12.0690,-0.4545,12.117
17:30:15:1050,-1.5747,12.5668,1.7051,12.779
17:30:15:1150,-0.7422,12.6504,2.2999,12.879
17:30:15:1320,1.9292,11.5540,1.6064,11.824
17:30:15:1340,2.3268,11.2728,1.2568,11.579
17:30:15:1440,3.2703,10.2599,0.7057,10.792
17:30:15:1540,4.7594,9.3234,1.5833,10.587
17:30:15:1719,5.4833,7.7832,-0.7228,9.548
17:30:15:1750,5.4894,7.4705,-0.8853,9.313
17:30:15:1840,3.8668,6.8877,-1.2624,7.999
17:30:15:1940,3.3541,6.9892,-1.5305,7.902
17:30:15:2050,4.0741,7.2427,-4.2687,9.342
17:30:15:2150,2.5613,6.6660,-8.7751,11.314
17:30:15:2250,-0.8883,5.5502,-15.9706,16.931
17:30:15:2350,-1.3175,3.6133,-15.6532,16.119
17:30:15:2460,-2.9991,1.6695,7.6363,8.372
17:30:15:2540,-4.3927,0.4713,21.0153,21.475
17:30:15:2640,-10.7777,-3.1886,9.7355,14.870
17:30:15:2730,-32.9908,-13.1090,-12.0866,37.501
17:30:15:2910,-19.4023,-20.8864,2.3844,28.607
17:30:15:2930,-14.2857,-20.2612,1.8132,24.857
17:30:15:3030,-3.1069,-20.0828,-1.4132,20.371
17:30:15:3130,-2.1817,-38.1419,-7.7317,38.979
17:30:15:3310,-10.4241,-36.8890,-4.9678,38.654
17:30:15:3340,-15.1637,-32.0887,-3.8988,35.705
17:30:15:3439,-15.3805,-19.9342,-0.4127,25.181
17:30:15:3540,-10.6200,-11.9452,1.1444,16.024
17:30:15:3750,-6.8919,-2.6898,0.3511,7.406
17:30:15:3780,-6.4948,-1.7749,-0.1709,6.735
17:30:15:3880,-2.9834,0.6335,-1.0902,3.239
17:30:15:3940,1.3247,3.3913,0.9610,3.766
17:30:15:4050,2.6602,6.7408,0.9188,7.305
17:30:15:4130,5.2132,8.2316,-0.7781,9.775
17:30:15:4240,6.4604,9.5019,-1.2110,11.554
17:30:15:4340,6.6229,10.0319,-0.9661,12.060
17:30:15:4460,5.1337,9.6885,-1.7498,11.103
17:30:15:4580,3.9795,9.3851,-2.3235,10.455
17:30:15:4640,2.5367,9.0235,-2.6601,9.743
17:30:15:4740,2.3130,9.0852,-2.6543,9.744
17:30:15:4900,1.4867,8.7968,-2.5586,9.281
17:30:15:4940,1.3284,8.8289,-2.4826,9.267
17:30:15:5050,1.6124,9.4536,-2.4823,9.906
17:30:15:5140,1.9993,10.0021,-2.4367,10.487
17:30:15:5300,2.1082,10.4114,-1.6771,10.754
17:30:15:5330,2.0023,10.4321,-1.3458,10.707
17:30:15:5430,1.7935,10.6831,-0.4772,10.843
17:30:15:5540,1.3330,11.0584,0.6627,11.158
17:30:15:5719,0.4432,10.7889,3.7273,11.423
17:30:15:5740,0.3014,10.6264,4.5859,11.578
17:30:15:5840,0.5611,10.2865,5.2864,11.579
17:30:15:5950,0.7188,10.2693,5.0846,11.482
17:30:15:6050,0.8637,10.3136,4.9158,11.458
17:30:15:6140,1.2228,10.2605,4.2522,11.174
17:30:15:6250,1.3950,10.1192,3.5524,10.815
17:30:15:6350,1.3268,9.9500,3.2483,10.551
17:30:15:6470,1.0563,9.5452,3.0897,10.088
17:30:15:6620,-0.0090,9.0205,3.3342,9.617
17:30:15:6640,-0.5139,6.6748,-2.2085,7.049
17:30:15:6720,-2.0181,4.6173,1.9443,5.401
17:30:15:6879,-6.6217,-43.3584,8.9586,44.767
17:30:15:6929,-11.4930,-58.7006,8.0024,60.348
17:30:15:7040,-19.0702,-68.6205,-3.7183,71.318
17:30:15:7130,-6.2339,-56.0623,-12.1478,57.701
17:30:15:7290,8.4083,-20.1826,-2.1092,21.966
17:30:15:7320,8.8340,-16.6945,-1.1482,18.923
17:30:15:7430,6.7124,-7.5390,1.8222,10.257
17:30:15:7520,2.5811,-2.9364,1.6194,4.232
17:30:15:7720,-1.6477,1.4870,-7.8577,8.165
17:30:15:7820,-2.9713,2.0081,-8.2233,8.971
17:30:15:7830,-5.5800,4.2423,-6.2997,9.424
17:30:15:7930,-6.8344,6.2711,-4.5872,10.348
17:30:15:8040,-4.2605,6.9576,-3.0898,8.724
17:30:15:8120,-2.8215,7.0853,-0.2396,7.630
17:30:15:8230,-2.1419,9.7238,-2.8697,10.362
17:30:15:8320,-0.3363,11.5333,-3.4236,12.035
17:30:15:8450,2.8493,12.4773,-1.0819,12.844
17:30:15:8520,4.5600,12.4245,1.6108,13.333
17:30:15:8630,4.7523,12.1301,4.1695,13.679
17:30:15:8730,4.3672,11.8595,4.8588,13.540
17:30:15:8890,3.0234,12.0868,3.7033,12.998
17:30:15:8920,2.6004,12.1842,3.0847,12.835
17:30:15:9020,0.8996,12.4963,1.6780,12.641
17:30:15:9120,-1.1015,12.8964,0.7506,12.965
17:30:15:9300,-0.3582,12.6193,-0.8892,12.656
17:30:15:9330,0.4007,12.3201,-1.3345,12.399
17:30:15:9430,2.2712,11.4942,-1.8100,11.855
17:30:15:9520,3.9681,10.5530,-1.5536,11.381
17:30:15:9710,6.1842,8.5626,-0.8957,10.600
17:30:15:9730,6.5573,8.2897,-0.5361,10.583
17:30:15:9820,6.4098,7.6773,0.2156,10.004
17:30:15:9920,4.9754,7.4160,0.1679,8.932
17:30:16:0040,4.0715,6.7804,-1.2661,8.010
17:30:16:0120,4.1139,6.3003,-2.4204,7.904
17:30:16:0230,4.2321,5.7387,-4.3368,8.346
17:30:16:0340,3.6531,4.5973,-8.2430,10.121
17:30:16:0450,2.6271,2.5198,-6.8843,7.787
17:30:16:0520,2.1829,2.0231,1.3159,3.254
17:30:16:0640,1.9136,1.5747,12.9228,13.158
17:30:16:0740,0.3508,-0.0988,12.4951,12.500
17:30:16:0910,-24.8285,-9.9269,-7.8856,27.878
17:30:16:0940,-28.4216,-12.0841,-3.6677,31.101
17:30:16:1019,-29.0921,-18.8784,1.6874,34.722
17:30:16:1130,-24.7998,-29.8460,-1.0227,38.818
17:30:16:1290,2.8521,-35.5262,-6.9958,36.321
17:30:16:1320,4.4936,-34.6142,-6.1896,35.449
17:30:16:1429,-3.5948,-28.2735,0.0439,28.501
17:30:16:1530,-12.5679,-20.9710,3.0321,24.636
17:30:16:1710,-16.9663,-11.9384,-0.6107,20.755
17:30:16:1739,-16.9425,-10.3385,-1.7059,19.921
17:30:16:1880,-14.3954,-6.8454,-3.2939,16.277
17:30:16:1920,-10.7158,-4.4040,-3.4237,12.081
17:30:16:2039,-4.3235,-1.7019,-2.3528,5.208
17:30:16:2130,0.6642,0.1094,0.5634,0.878
17:30:16:2240,1.1300,1.9399,1.7332,2.836
17:30:16:2340,3.0630,4.2001,-0.5588,5.228
17:30:16:2470,2.9259,4.2520,-0.6181,5.198
17:30:16:2530,7.1760,7.4952,-0.0841,10.377
17:30:16:2640,7.0530,8.5245,-0.6862,11.085
17:30:16:2740,6.7502,9.1151,-1.1312,11.399
17:30:16:2910,4.1641,9.6214,-1.1707,10.549
17:30:16:2960,3.1890,9.7553,-1.1931,10.332
17:30:16:3030,1.5278,10.0642,-1.6681,10.315
17:30:16:3130,0.9630,10.4322,-1.9896,10.664
17:30:16:3310,1.3551,10.6885,-1.7908,10.922
17:30:16:3340,1.3707,10.6683,-1.5899,10.873
17:30:16:3430,1.4357,10.3878,-1.2921,10.566
17:30:16:3540,1.3420,10.2221,-1.0186,10.360
17:30:16:3720,0.7579,10.4230,-0.0576,10.451
17:30:16:3750,0.7122,10.3741,0.3157,10.403
17:30:16:3840,0.4696,10.2865,1.8878,10.469
17:30:16:3940,-0.2153,10.1375,4.1306,10.949
17:30:16:4050,-0.5394,10.1397,4.6443,11.166
17:30:16:4130,-0.5543,10.2683,4.6475,11.285
17:30:16:4240,-0.4162,10.3949,4.3198,11.264
17:30:16:4350,0.1017,10.3735,3.8257,11.057
17:30:16:4460,1.1237,10.2064,3.4774,10.841
17:30:16:4540,1.4526,10.1545,3.8049,10.941
17:30:16:4640,1.8309,10.3721,3.8126,11.201
17:30:16:4740,2.8341,10.4664,1.5690,10.956
17:30:16:4900,-0.5166,6.5915,4.4969,7.996
17:30:16:4920,-1.3435,6.2658,5.9038,8.713
17:30:16:5040,-2.9708,4.2601,8.7575,10.182
17:30:16:5130,-9.0333,-14.4641,8.4283,19.022
17:30:16:5300,-20.5009,-68.5076,-20.3614,74.352
17:30:16:5350,-15.8384,-68.6315,-22.9911,74.093
17:30:16:5440,-2.1305,-50.9123,-8.5746,51.673
17:30:16:5530,6.9228,-29.9911,0.8494,30.791
17:30:16:5760,7.2117,-9.4105,6.3217,13.436
17:30:16:5780,7.2262,-9.4083,6.4872,13.521
17:30:16:5840,2.2724,-3.2211,0.4690,3.970
17:30:16:5930,-4.2632,0.1396,-5.3700,6.858
17:30:16:6040,-10.2231,2.1872,-7.8482,13.073
17:30:16:6130,-8.9006,3.7343,-5.4237,11.072
17:30:16:6240,-4.4779,5.4885,-4.0044,8.137
17:30:16:6330,-1.1859,7.2808,-3.9824,8.383
17:30:16:6440,0.6654,9.4092,-2.3100,9.711
17:30:16:6530,2.9919,10.6977,-1.1209,11.165
17:30:16:6630,3.6381,12.1539,0.5851,12.700
17:30:16:6720,4.1392,12.5458,2.5228,13.450
17:30:16:6889,3.6776,11.6632,4.8176,13.144
17:30:16:6929,3.3015,11.4955,5.7949,13.290
17:30:16:7030,3.1476,11.2321,6.2656,13.241
17:30:16:7130,3.0658,11.3773,4.4895,12.609
17:30:16:7300,1.3811,12.3239,-0.1649,12.402
17:30:16:7320,1.0368,12.4268,-0.0073,12.470
17:30:16:7430,0.8594,12.6632,1.6224,12.796
17:30:16:7530,2.1259,12.5115,2.1776,12.876
17:30:16:7710,4.2613,11.7223,1.2010,12.530
17:30:16:7740,4.5052,11.6322,0.4022,12.481
17:30:16:7840,4.1030,11.2431,-1.3652,12.046
17:30:16:7950,4.2954,10.3364,-2.8841,11.559
17:30:16:8060,5.2770,9.3824,-2.6924,11.096
17:30:16:8120,5.9046,8.9138,-0.4011,10.700
17:30:16:8240,5.5990,8.7200,0.9441,10.406
17:30:16:8330,6.9219,8.3259,-0.7510,10.853
17:30:16:8470,6.9988,7.4789,-5.1730,11.475
17:30:16:8540,6.4191,6.4277,-10.2629,13.706
17:30:16:8640,5.5063,4.0715,-13.8353,15.437
17:30:16:8750,2.7643,1.2520,-7.2167,7.829
17:30:16:8910,-6.2610,-1.2096,17.6435,18.761
17:30:16:8940,-8.8796,-2.1180,20.0225,22.005
17:30:16:9040,-23.6822,-11.3707,1.0660,26.292
17:30:16:9140,-43.1063,-23.5986,-19.4886,52.866
17:30:16:9320,-17.2140,-19.9059,3.7109,26.577
17:30:16:9350,-13.8215,-23.6887,4.0063,27.717
17:30:16:9430,-2.2910,-31.0979,-2.2604,31.264
17:30:16:9530,4.0285,-34.0936,-5.8140,34.820
17:30:16:9710,-11.0404,-29.0956,0.4249,31.123
17:30:16:9750,-13.1035,-27.3608,1.5082,30.374
17:30:16:9840,-12.9242,-18.7164,3.9562,23.087
17:30:16:9930,-9.1266,-11.4608,3.2104,14.998
17:30:17:0040,-6.4187,-5.9834,1.4774,8.899
17:30:17:0120,-3.5205,-3.0400,0.6094,4.691
17:30:17:0230,0.4230,0.0178,1.2409,1.311
17:30:17:0340,0.8109,3.6582,1.1368,3.916
