time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:27:34:5570,-0.3598,0.1390,0.0985,0.398
23:27:34:5770,-0.4411,0.1828,0.0888,0.486
23:27:34:5790,-0.4617,0.1976,0.0488,0.505
23:27:34:5860,-0.4153,0.1466,0.0756,0.447
23:27:34:5970,-0.4097,0.1685,0.1380,0.464
23:27:34:6080,-0.4008,0.1551,0.1784,0.465
23:27:34:6160,-0.3971,0.1563,0.2053,0.474
23:27:34:6270,-0.3569,0.2030,0.2167,0.464
23:27:34:6360,-0.3135,0.2678,0.1760,0.448
23:27:34:6560,-0.2830,0.3081,0.2094,0.468
23:27:34:6580,-0.2575,0.3393,0.2595,0.499
23:27:34:6670,-0.2557,0.3904,0.2270,0.519
23:27:34:6760,-0.2719,0.4739,0.1651,0.571
23:27:34:6939,-0.2504,0.5378,0.1819,0.620
23:27:34:6979,-0.1798,0.5247,0.2389,0.604
23:27:34:7070,-0.2129,0.5906,0.1903,0.656
23:27:34:7180,-0.2321,0.5954,0.2322,0.680
23:27:34:7340,-0.2505,0.6006,0.2163,0.686
23:27:34:7360,-0.2471,0.5906,0.2072,0.673
23:27:34:7480,-0.1844,0.5548,0.1984,0.617
23:27:34:7570,-0.2483,0.6113,0.1826,0.685
23:27:34:7740,-0.3111,0.6534,0.1564,0.740
23:27:34:7770,-0.3445,0.6733,0.1501,0.771
23:27:34:7870,-0.3070,0.6210,0.1574,0.710
23:27:34:7980,-0.3804,0.6598,0.1267,0.772
23:27:34:8090,-0.4128,0.6651,0.1181,0.792
23:27:34:8159,-0.4324,0.6521,0.1335,0.794
23:27:34:8270,-0.4051,0.6136,0.1258,0.746
23:27:34:8360,-0.5126,0.6614,0.2002,0.860
23:27:34:8530,-0.5376,0.6526,0.1951,0.868
23:27:34:8560,-0.5106,0.6477,0.2135,0.852
23:27:34:8670,-0.4237,0.6454,0.2243,0.804
23:27:34:8770,-0.3427,0.6578,0.2368,0.779
23:27:34:8930,-0.4110,0.7322,0.2000,0.863
23:27:34:8970,-0.4445,0.7639,0.2094,0.908
23:27:34:9070,-0.4543,0.7549,0.2530,0.917
23:27:34:9170,-0.4618,0.7420,0.2833,0.919
23:27:34:9330,-0.4905,0.7502,0.2863,0.941
23:27:34:9370,-0.5075,0.7537,0.2906,0.954
23:27:34:9530,-0.5169,0.7532,0.2911,0.959
23:27:34:9570,-0.5263,0.7689,0.2752,0.972
23:27:34:9740,-0.4912,0.6646,0.2928,0.877
23:27:34:9760,-0.4577,0.5874,0.3160,0.809
23:27:34:9870,-0.4645,0.5789,0.3245,0.810
23:27:34:9960,-0.4752,0.5745,0.3234,0.813
23:27:35:0080,-0.4925,0.5717,0.3248,0.822
23:27:35:0180,-0.5188,0.5582,0.3311,0.831
23:27:35:0270,-0.5665,0.5292,0.3401,0.847
23:27:35:0410,-0.6177,0.4932,0.3424,0.861
23:27:35:0570,-0.6593,0.4406,0.3502,0.867
23:27:35:0590,-0.7029,0.4163,0.3279,0.880
23:27:35:0670,-0.7491,0.3877,0.3137,0.900
23:27:35:0770,-0.7806,0.3529,0.3104,0.911
23:27:35:0940,-0.8076,0.3342,0.2833,0.919
23:27:35:0970,-0.8229,0.3187,0.2584,0.920
23:27:35:1090,-0.8363,0.3323,0.2144,0.925
23:27:35:1170,-0.8660,0.3439,0.1869,0.950
23:27:35:1330,-0.8696,0.3562,0.1927,0.959
23:27:35:1360,-0.8720,0.3639,0.2026,0.966
23:27:35:1540,-0.8821,0.3648,0.2125,0.978
23:27:35:1570,-0.9000,0.3557,0.2132,0.991
23:27:35:1750,-0.8846,0.3435,0.2144,0.973
23:27:35:1770,-0.9341,0.3424,0.1945,1.014
23:27:35:1870,-0.9408,0.3476,0.1752,1.018
23:27:35:1970,-0.9431,0.3474,0.1467,1.016
23:27:35:2090,-0.9436,0.3396,0.1235,1.010
23:27:35:2160,-0.9402,0.3219,0.0958,0.998
23:27:35:2270,-0.9249,0.3211,0.0611,0.981
23:27:35:2370,-0.8992,0.3263,0.0208,0.957
23:27:35:2550,-0.8870,0.3262,-0.0111,0.945
23:27:35:2570,-0.8933,0.3164,-0.0346,0.948
23:27:35:2670,-0.5664,0.2014,-0.0874,0.607
23:27:35:2780,-0.3649,0.1244,-0.1095,0.401
23:27:35:2940,-0.2417,0.0865,-0.1053,0.277
23:27:35:2970,-0.1784,0.0741,-0.0978,0.217
23:27:35:3080,-0.1317,0.0655,-0.0871,0.171
23:27:35:3170,-0.0967,0.0743,-0.0881,0.150
23:27:35:3340,-0.0647,0.0852,-0.0844,0.136
23:27:35:3430,-0.0384,0.0930,-0.0784,0.128
23:27:35:3500,-0.0239,0.0921,-0.0654,0.115
23:27:35:3630,-0.0249,0.0904,-0.0480,0.105
23:27:35:3770,-0.0454,0.0760,-0.0407,0.097
23:27:35:3790,-0.0628,0.0625,-0.0339,0.095
23:27:35:3870,-0.0797,0.0475,-0.0301,0.098
23:27:35:3990,-0.0895,0.0404,-0.0218,0.101
23:27:35:4089,-0.0978,0.0405,-0.0182,0.107
23:27:35:4170,-0.0997,0.0406,-0.0144,0.109
23:27:35:4270,-0.0999,0.0306,-0.0126,0.105
23:27:35:4400,-0.1033,0.0152,-0.0175,0.106
23:27:35:4620,-0.0952,0.0064,-0.0245,0.099
23:27:35:4640,-0.0897,0.0168,-0.0315,0.096
23:27:35:4670,-0.0868,0.0343,-0.0383,0.101
23:27:35:4790,-0.0848,0.0493,-0.0330,0.104
23:27:35:4930,-0.0715,0.0519,-0.0178,0.090
23:27:35:4970,-0.0637,0.0463,-0.0043,0.079
23:27:35:5070,-0.0564,0.0274,-0.0021,0.063
23:27:35:5180,-0.0508,0.0152,-0.0237,0.058
23:27:35:5340,-0.0293,0.0079,-0.0742,0.080
23:27:35:5360,-0.0064,0.0060,-0.1063,0.107
23:27:35:5470,0.0491,0.0198,-0.1057,0.118
23:27:35:5669,0.1025,0.0556,-0.1269,0.172
23:27:35:5750,0.1231,0.1001,-0.2699,0.313
23:27:35:5780,0.1406,0.1416,-0.3790,0.428
23:27:35:5870,0.1825,0.1846,-0.3037,0.400
23:27:35:5970,0.2903,0.2591,-0.1379,0.413
23:27:35:6090,0.4085,0.3604,-0.0525,0.547
23:27:35:6170,0.5208,0.4712,0.2102,0.733
23:27:35:6270,0.7129,0.5822,0.6317,1.116
23:27:35:6420,0.9632,0.6841,1.0587,1.586
23:27:35:6490,1.2039,0.7434,1.4355,2.016
23:27:35:6660,1.4528,0.8182,1.6949,2.378
23:27:35:6680,1.7068,0.9130,1.9812,2.770
23:27:35:6770,1.9655,0.9465,2.4433,3.275
23:27:35:6929,2.0699,0.8635,2.6317,3.458
23:27:35:6969,2.1590,0.7542,2.8094,3.623
23:27:35:7080,2.0942,0.9021,2.9331,3.715
23:27:35:7170,2.0758,0.9313,2.6886,3.522
23:27:35:7440,1.9541,1.0652,2.7460,3.535
23:27:35:7470,1.7340,1.2446,2.8109,3.529
23:27:35:7480,1.6000,1.3201,2.4849,3.237
23:27:35:7660,1.2227,1.3291,2.3334,2.951
23:27:35:7750,0.9796,1.3128,1.9007,2.509
23:27:35:7770,0.7263,1.3054,1.5465,2.150
23:27:35:7890,0.5603,1.2338,1.0922,1.740
23:27:35:7970,0.3153,1.1602,0.9929,1.559
23:27:35:8090,0.0956,1.0585,0.8755,1.377
23:27:35:8159,-0.0334,1.0127,0.7045,1.234
23:27:35:8270,-0.3765,0.9214,0.8268,1.294
23:27:35:8370,-0.3516,0.9256,0.6915,1.208
23:27:35:8500,-0.3568,0.8801,0.7325,1.199
23:27:35:8560,-0.3995,0.8660,0.6567,1.158
23:27:35:8680,-0.5348,0.8427,0.5638,1.146
23:27:35:8780,-0.6758,0.8051,0.4549,1.145
23:27:35:8940,-0.8136,0.7391,0.3104,1.142
23:27:35:8960,-0.9314,0.7132,0.1723,1.186
23:27:35:9080,-1.0156,0.6899,0.0065,1.228
23:27:35:9160,-1.0629,0.7005,-0.1210,1.279
23:27:35:9330,-1.0967,0.6259,-0.1808,1.276
23:27:35:9410,-1.1044,0.6072,-0.2268,1.281
23:27:35:9470,-1.1197,0.5275,-0.3244,1.280
23:27:35:9620,-1.1645,0.4154,-0.3940,1.298
23:27:35:9740,-1.1350,0.2923,-0.5429,1.292
23:27:35:9760,-1.1576,0.2114,-0.6720,1.355
23:27:35:9860,-1.2216,0.1151,-0.6946,1.410
23:27:35:9950,-1.1954,0.0892,-0.6406,1.359
23:27:36:0070,-1.0484,0.0555,-0.5440,1.182
23:27:36:0150,-0.9185,0.0665,-0.3714,0.993
23:27:36:0270,-0.7995,0.1061,-0.1516,0.821
23:27:36:0350,-0.7302,0.1296,-0.0221,0.742
23:27:36:0490,-0.7900,0.1283,0.0113,0.800
23:27:36:0560,-0.7920,0.1266,-0.0262,0.802
23:27:36:0700,-0.8098,0.1198,0.0194,0.819
23:27:36:0770,-0.8211,0.1255,0.1152,0.839
23:27:36:0920,-0.8787,0.2405,0.2127,0.936
23:27:36:0980,-0.9535,0.3727,0.3369,1.078
23:27:36:1070,-1.0217,0.5243,0.4141,1.221
23:27:36:1160,-1.1038,0.6543,0.4100,1.347
23:27:36:1380,-1.2865,0.8354,0.3487,1.573
23:27:36:1400,-1.4395,1.0057,0.2775,1.778
23:27:36:1650,-1.5210,1.1488,0.1510,1.912
23:27:36:1670,-1.5699,1.2040,0.1689,1.986
23:27:36:1750,-1.6313,1.3963,0.2977,2.168
23:27:36:1760,-1.2438,0.9007,0.2645,1.558
23:27:36:1860,-0.9734,0.7136,0.3000,1.244
23:27:36:1960,-0.6020,0.5527,0.2376,0.851
23:27:36:2140,-0.2181,0.4805,-0.1822,0.558
23:27:36:2160,0.0197,0.4980,-0.6268,0.801
23:27:36:2250,0.0452,0.5414,-0.9520,1.096
23:27:36:2370,-0.0590,0.5709,-1.2350,1.362
23:27:36:2480,-0.2097,0.5918,-1.4852,1.612
23:27:36:2560,-0.3548,0.6309,-1.6778,1.827
23:27:36:2710,-0.4850,0.6942,-1.8282,2.015
23:27:36:2770,-0.6225,0.7576,-1.9672,2.198
23:27:36:2920,-0.8055,0.8001,-2.1378,2.421
23:27:36:2960,-0.9727,0.8737,-2.2089,2.567
23:27:36:3120,-1.1753,0.9612,-2.1232,2.610
23:27:36:3170,-1.3584,1.0142,-1.8877,2.537
23:27:36:3350,-1.5181,1.0018,-1.5628,2.398
23:27:36:3370,-1.6411,1.0028,-1.2493,2.293
23:27:36:3540,-1.7017,0.9753,-0.9802,2.193
23:27:36:3560,-1.6747,0.9043,-0.7454,2.044
23:27:36:3750,-1.3612,0.7613,-0.4386,1.620
23:27:36:3780,-1.3486,0.8613,-0.1912,1.612
23:27:36:3850,-0.5838,0.4715,0.1672,0.769
23:27:36:3950,0.0404,0.2810,0.5425,0.612
23:27:36:4069,0.8049,0.0730,1.0163,1.298
23:27:36:4160,1.6360,-0.1315,1.4280,2.176
23:27:36:4260,2.4084,-0.2714,1.6495,2.932
23:27:36:4360,2.7294,-0.2558,1.7087,3.230
23:27:36:4490,2.3489,0.0989,1.5994,2.844
23:27:36:4560,1.7938,0.5741,1.3958,2.344
23:27:36:4670,1.1167,1.1864,1.1040,1.968
23:27:36:4760,0.4192,1.8786,0.7835,2.078
23:27:36:4930,-0.3247,2.6330,0.6111,2.722
23:27:36:4950,-0.9292,3.2554,0.4934,3.421
23:27:36:5060,-1.4578,3.7532,0.5613,4.065
23:27:36:5170,-1.9764,4.0498,0.9303,4.601
23:27:36:5320,-2.6177,3.9572,1.3822,4.942
23:27:36:5350,-3.1858,3.7897,1.6928,5.232
23:27:36:5460,-3.7410,3.4495,1.8395,5.411
23:27:36:5679,-4.2698,3.0093,1.7741,5.517
23:27:36:5770,-4.7783,2.5164,1.3720,5.572
23:27:36:5840,-5.1980,2.0973,0.9473,5.685
23:27:36:5860,-5.5885,1.8475,0.4204,5.901
23:27:36:5960,-5.8874,1.8988,-0.0735,6.186
23:27:36:6080,-6.0457,2.2649,-0.4649,6.473
23:27:36:6160,-6.0427,2.7688,-0.7697,6.691
23:27:36:6260,-5.7263,3.3633,-0.9790,6.713
23:27:36:6360,-4.8845,3.8603,-0.7506,6.271
23:27:36:6480,-3.3881,4.0443,1.2107,5.413
23:27:36:6650,-1.3587,3.9551,4.2494,5.962
23:27:36:6670,0.7632,3.5039,5.7741,6.797
23:27:36:6760,2.1662,3.0728,2.8568,4.722
23:27:36:6919,1.8486,2.5159,-1.4679,3.450
23:27:36:6949,1.3222,2.1033,-4.5524,5.186
23:27:36:7070,0.8513,1.6102,-5.9803,6.252
23:27:36:7160,0.9924,0.4902,-6.0468,6.147
23:27:36:7330,1.9010,-1.9982,-5.3006,5.975
23:27:36:7370,2.6532,-4.2843,-3.4768,6.122
23:27:36:7460,4.0450,-7.1995,1.4864,8.391
23:27:36:7690,5.7036,-9.4624,2.1455,11.255
23:27:36:7750,6.7913,-10.0390,0.8123,12.148
23:27:36:7780,7.8438,-10.6746,0.2210,13.248
23:27:36:7900,8.9164,-11.7568,1.3941,14.821
23:27:36:8090,9.4862,-12.3412,1.6609,15.654
23:27:36:8149,9.3195,-12.2718,0.8414,15.432
23:27:36:8159,9.2253,-12.1223,0.4896,15.241
23:27:36:8260,9.2317,-11.8778,0.6991,15.060
23:27:36:8360,9.1797,-11.5278,0.6315,14.750
23:27:36:8490,8.9714,-11.1910,-0.0212,14.343
23:27:36:8590,9.0307,-11.2555,-0.4834,14.439
23:27:36:8660,9.1399,-11.9881,-0.5026,15.083
23:27:36:8770,9.0615,-13.1994,-0.5112,16.019
23:27:36:8930,8.4478,-14.5535,-0.5040,16.835
23:27:36:8950,7.8895,-15.5639,-0.3362,17.453
23:27:36:9070,6.8240,-15.5856,0.1151,17.014
23:27:36:9150,5.2130,-14.5111,0.8563,15.443
23:27:36:9330,3.2588,-11.2011,2.9064,12.022
23:27:36:9370,1.6733,-7.9072,5.3224,9.677
23:27:36:9460,1.1974,-3.6904,10.0031,10.729
23:27:36:9640,2.2544,-0.0103,14.3539,14.530
23:27:36:9830,2.7640,1.0581,11.0748,11.463
23:27:36:9870,3.1937,1.8512,8.1963,8.989
23:27:36:9880,3.0314,2.8617,5.9280,7.247
23:27:37:0140,2.2758,3.9241,4.0363,6.072
23:27:37:0160,1.1402,4.9068,2.5711,5.656
23:27:37:0170,0.0676,5.7091,1.3444,5.866
23:27:37:0270,-0.8335,6.3524,0.3517,6.417
23:27:37:0360,-1.5792,6.8574,-0.4761,7.053
23:27:37:0530,-2.1336,7.2520,-1.2863,7.668
23:27:37:0570,-2.4264,7.5802,-2.3537,8.300
23:27:37:0709,-2.6142,7.8378,-3.2633,8.883
23:27:37:0750,-2.7777,8.0115,-3.6209,9.220
23:27:37:0920,-2.7865,8.0682,-3.7551,9.325
23:27:37:0950,-2.7927,8.1107,-3.8523,9.403
23:27:37:1060,-2.8162,8.1117,-3.9591,9.455
23:27:37:1170,-2.9032,8.1795,-3.7159,9.441
23:27:37:1320,-3.1376,8.4024,-3.1161,9.495
23:27:37:1350,-3.3533,8.5888,-2.5446,9.565
23:27:37:1510,-3.5708,8.7430,-1.9844,9.650
23:27:37:1729,-3.7822,8.8494,-1.4927,9.739
23:27:37:1750,-4.0580,8.9187,-1.1769,9.869
23:27:37:1780,-4.2948,8.9691,-0.9132,9.986
23:27:37:1860,-4.5912,9.0432,-0.4166,10.150
23:27:37:2010,-5.2064,9.1789,1.1940,10.620
23:27:37:2220,-5.6869,9.2130,2.3333,11.075
23:27:37:2240,-5.8719,9.1607,2.5537,11.177
23:27:37:2270,-5.8159,9.0614,2.1813,10.986
23:27:37:2350,-5.6279,8.9694,1.6267,10.713
23:27:37:2480,-5.3952,8.9001,1.0544,10.461
23:27:37:2580,-5.1670,8.8470,0.5309,10.259
23:27:37:2660,-4.9528,8.7882,0.0394,10.088
23:27:37:2760,-4.7434,8.7020,-0.4135,9.919
23:27:37:2950,-4.5624,8.5511,-0.8401,9.728
23:27:37:2970,-4.4217,8.4276,-1.1706,9.589
23:27:37:3150,-4.3404,8.3362,-1.3518,9.495
23:27:37:3160,-4.3084,8.2807,-1.3725,9.435
23:27:37:3340,-4.3555,8.2172,-1.2609,9.385
23:27:37:3380,-4.4084,8.1618,-1.1349,9.345
23:27:37:3469,-4.4755,8.0373,-0.9286,9.246
23:27:37:3590,-4.4580,7.7021,-0.5622,8.917
23:27:37:3820,-4.2503,7.0298,0.0315,8.215
23:27:37:3830,-4.0813,6.4625,0.5560,7.664
23:27:37:3860,-3.8785,6.0136,1.0990,7.240
23:27:37:3960,-3.5431,5.7216,1.7506,6.954
23:27:37:4069,-2.9100,5.5541,2.8722,6.897
23:27:37:4150,-2.2220,5.5224,3.3898,6.850
23:27:37:4260,-1.8323,5.5882,2.3487,6.333
23:27:37:4360,-1.8950,5.5100,1.9884,6.157
23:27:37:4490,-1.4159,5.7779,-1.6679,6.178
23:27:37:4690,-0.7163,5.5991,-3.3646,6.571
23:27:37:4720,1.2552,4.8854,-3.8217,6.328
23:27:37:4770,5.0839,2.9415,-4.4867,7.391
23:27:37:4930,10.0953,-0.4818,-4.0570,10.891
23:27:37:4950,14.8200,-4.5766,0.1534,15.511
23:27:37:5120,19.2428,-12.7097,13.1803,26.562
23:27:37:5310,23.0293,-20.9907,9.5765,32.599
23:27:37:5330,18.3086,-21.2537,3.3870,28.256
23:27:37:5400,14.5678,-20.8352,-1.3298,25.458
23:27:37:5480,11.7872,-19.1097,-1.8814,22.531
23:27:37:5570,10.4593,-16.4845,-0.3427,19.526
23:27:37:5729,8.8535,-13.5872,-2.2246,16.369
23:27:37:5760,7.5360,-11.2822,-3.3765,13.981
23:27:37:5860,5.8053,-9.0392,-3.5064,11.301
23:27:37:5960,3.6197,-7.0715,-3.5405,8.697
23:27:37:6090,1.6193,-5.1737,-2.8360,6.118
23:27:37:6260,-0.0270,-3.5559,-1.9723,4.066
23:27:37:6280,-0.7935,-2.7012,-1.1411,3.038
23:27:37:6360,-0.9188,-2.0774,-0.2309,2.283
23:27:37:6480,-0.3957,-1.4909,0.2498,1.563
23:27:37:6580,-0.0041,-0.8334,0.7247,1.104
23:27:37:6660,0.1283,-0.2449,1.2713,1.301
23:27:37:6760,-0.1562,0.1223,1.6425,1.654
23:27:37:6939,-1.1095,0.9339,2.1098,2.560
23:27:37:6959,-2.0577,1.7967,2.6098,3.778
23:27:37:7060,-3.0605,3.0985,2.8481,5.204
23:27:37:7160,-4.1373,4.6936,3.1438,7.002
23:27:37:7320,-4.8260,4.4816,3.5358,7.475
23:27:37:7350,-5.2034,3.9829,3.6951,7.523
23:27:37:7470,-4.8882,3.1018,3.4772,6.753
23:27:37:7570,-3.9741,2.4618,3.4561,5.814
23:27:37:7770,-2.8435,2.4609,3.3237,5.019
23:27:37:7800,-1.9678,2.5057,3.1954,4.512
23:27:37:7870,-1.5655,2.2914,3.0760,4.143
23:27:37:7960,-1.5575,2.1362,3.0357,4.026
23:27:37:8070,-1.8188,1.8845,2.9741,3.963
23:27:37:8159,-2.1204,1.6678,2.7579,3.858
23:27:37:8270,-2.4190,1.4500,2.4142,3.712
23:27:37:8350,-2.5785,1.1561,1.8969,3.403
23:27:37:8490,-2.3797,1.0303,1.2644,2.885
23:27:37:8570,-2.0351,0.9977,0.6810,2.367
23:27:37:8740,-1.6239,0.9719,0.1240,1.897
23:27:37:8760,-1.3223,0.8423,-0.3533,1.607
23:27:37:8920,-1.0798,0.6181,-0.8004,1.479
23:27:37:8950,-0.9469,0.4320,-1.1226,1.531
23:27:37:9050,-0.9517,0.2540,-1.2636,1.602
23:27:37:9160,-1.0277,0.1558,-1.1981,1.586
23:27:37:9350,-1.2935,0.5358,-0.6370,1.538
23:27:37:9370,-1.5823,0.7992,-0.1307,1.778
23:27:37:9460,-1.7286,0.6494,0.5184,1.918
23:27:37:9570,-1.5214,0.3528,1.0275,1.869
23:27:37:9750,-0.8439,-0.0443,1.3201,1.567
23:27:37:9760,-0.2351,-0.3427,1.5663,1.621
23:27:37:9860,0.2983,-0.5510,2.0301,2.125
23:27:37:9950,0.7394,-0.4976,2.4250,2.584
23:27:38:0080,1.1633,-0.3818,2.3408,2.642
23:27:38:0160,1.4075,-0.3359,1.8949,2.384
23:27:38:0260,1.5542,-0.2259,1.4515,2.139
23:27:38:0350,1.5868,0.0082,0.9998,1.876
23:27:38:0490,1.5784,-0.2040,0.8801,1.819
23:27:38:0570,1.9098,-0.4641,0.9985,2.204
23:27:38:0660,2.5080,-0.8913,0.7823,2.774
23:27:38:0770,5.5919,-0.9895,1.8317,5.967
23:27:38:0920,7.4686,-1.1054,4.1499,8.615
23:27:38:0950,7.7455,-1.7493,4.9340,9.349
23:27:38:1070,9.4976,-3.4792,6.2849,11.908
23:27:38:1160,11.5474,-4.5485,8.1299,14.837
23:27:38:1470,10.7129,-5.5689,8.3213,14.664
23:27:38:1490,10.1477,-5.0585,8.0778,13.922
23:27:38:1510,9.6206,-2.9875,6.7212,12.110
23:27:38:1560,8.5443,-1.9441,5.9589,10.597
23:27:38:1729,7.9353,-0.4972,1.5689,8.104
23:27:38:1760,7.6292,-0.3238,1.5540,7.793
23:27:38:1920,4.7188,0.3690,1.4175,4.941
23:27:38:2080,1.9778,0.8256,-5.7649,6.150
23:27:38:2100,-0.9636,0.6010,-6.1074,6.212
23:27:38:2170,-3.4889,-0.0970,-5.2043,6.266
23:27:38:2280,-5.0459,-0.2456,-7.5999,9.126
23:27:38:2380,-7.2221,-0.2261,-7.0387,10.087
23:27:38:2670,-10.9769,-0.9087,-4.6951,11.973
23:27:38:2700,-12.8746,-1.5020,-5.7832,14.194
23:27:38:2710,-14.6578,-1.1943,-5.1597,15.585
23:27:38:2849,-17.5448,-0.0161,-1.9313,17.651
23:27:38:2930,-17.4918,-0.7351,-3.2668,17.809
23:27:38:2960,-17.2958,-0.8414,-3.8793,17.745
23:27:38:3070,-16.8245,-1.3647,-7.4719,18.460
23:27:38:3170,-16.3955,-1.4633,-11.6124,20.145
23:27:38:3330,-14.7317,-1.4789,-12.5798,19.428
23:27:38:3360,-14.0750,-1.1809,-12.1838,18.653
23:27:38:3459,-11.7897,-1.4397,-11.6625,16.646
23:27:38:3550,-9.4926,-1.9847,-11.3959,14.964
23:27:38:3730,-7.7463,-1.5056,-9.6418,12.459
23:27:38:3770,-7.7087,-0.8028,-8.2591,11.326
23:27:38:3860,-7.7630,0.0072,-5.7155,9.640
23:27:38:4180,-7.4549,0.6907,-3.9488,8.464
23:27:38:4200,-7.2427,1.2170,-2.2873,7.692
23:27:38:4210,-6.8813,1.4881,-1.2433,7.149
23:27:38:4260,-6.7566,1.6864,0.0662,6.964
23:27:38:4360,-6.4519,1.6366,0.9109,6.718
23:27:38:4510,-5.9838,1.6902,1.3695,6.367
23:27:38:4560,-5.5564,2.0388,2.0066,6.250
23:27:38:4670,-5.0095,2.2179,3.0546,6.273
23:27:38:4780,-4.3830,2.2450,4.0449,6.373
23:27:38:4920,-3.7751,2.3790,4.1796,6.114
23:27:38:4950,-3.1504,2.3797,4.5451,6.020
23:27:38:5060,-2.4591,2.4107,4.6943,5.822
23:27:38:5170,-2.1298,2.6544,4.7022,5.805
23:27:38:5330,-2.8804,2.3314,3.2140,4.905
23:27:38:5350,-2.5749,1.9278,3.0943,4.463
23:27:38:5470,-2.4479,0.9605,1.8181,3.197
23:27:38:5560,-1.9507,-0.3990,1.3158,2.387
23:27:38:5760,-0.0556,-10.2763,0.0845,10.277
23:27:38:5790,1.0678,-13.2204,-0.6239,13.278
23:27:38:5940,8.7557,-23.4447,-16.3605,29.899
23:27:38:5960,21.5591,-27.1602,-31.8554,47.088
23:27:38:6100,30.8000,-26.3337,-32.0911,51.691
23:27:38:6180,26.0228,-19.5251,-19.7516,38.060
23:27:38:6280,19.8494,-11.0641,-10.0910,24.864
23:27:38:6350,12.6160,-4.6554,-4.1933,14.086
23:27:38:6520,5.0658,1.5880,0.9262,5.389
23:27:38:6560,1.4432,3.9013,2.6384,4.926
23:27:38:6710,0.5780,4.9088,1.1015,5.064
23:27:38:6860,2.1598,4.7883,-6.5696,8.411
23:27:38:6929,2.0509,1.7397,-14.4015,14.650
23:27:38:6959,1.8194,1.1498,-14.2815,14.443
23:27:38:7260,1.9266,-0.3700,-12.0969,12.255
23:27:38:7280,3.6785,-0.8264,-13.2098,13.737
23:27:38:7330,4.3623,0.9624,-16.2878,16.889
23:27:38:7350,4.3306,1.2415,-15.8929,16.519
23:27:38:7450,4.5090,1.1843,-15.8211,16.494
23:27:38:7560,0.8137,2.1780,-7.5284,7.879
23:27:38:7920,-1.7932,-0.1077,-3.7131,4.125
23:27:38:7930,-2.0648,-0.5096,-3.6537,4.228
23:27:38:7950,-2.7044,-2.1960,-4.3417,5.567
23:27:38:7970,-3.2467,-3.5284,-5.8041,7.528
23:27:38:8070,-3.8620,-4.0877,-6.1862,8.360
23:27:38:8159,-3.9093,-3.8608,-5.0555,7.466
23:27:38:8260,-3.7170,-3.6511,-3.5075,6.281
23:27:38:8360,-3.6713,-3.6310,-2.3583,5.677
23:27:38:8490,-3.4300,-3.1062,-1.1261,4.763
23:27:38:8550,-3.1908,-2.8042,-0.7002,4.305
23:27:38:8690,-2.6298,-2.4159,-0.4316,3.597
23:27:38:8900,-2.0315,-2.0311,-0.4743,2.912
23:27:38:8920,-1.2663,-1.2689,0.0162,1.793
23:27:38:8950,-1.2383,-1.0811,0.2462,1.662
23:27:38:9070,-0.9155,-0.4771,0.8794,1.356
23:27:38:9160,-0.6755,-0.0119,1.6257,1.760
23:27:38:9330,0.2902,0.6132,3.4470,3.513
23:27:38:9350,0.3305,0.7477,3.7770,3.864
23:27:38:9470,0.3111,1.3301,5.0501,5.232
23:27:38:9560,-0.0838,1.9922,6.2667,6.576
23:27:38:9790,-0.9596,2.7342,7.7418,8.266
23:27:38:9810,-1.1640,2.7593,8.0035,8.545
23:27:38:9860,-1.7093,2.9423,8.4503,9.110
23:27:38:9970,-2.1146,3.0276,8.8593,9.598
23:27:39:0070,-2.6070,3.0702,9.0941,9.946
23:27:39:0160,-3.0196,3.0380,9.2284,10.174
23:27:39:0280,-3.3369,2.9336,9.1329,10.156
23:27:39:0480,-3.6163,2.8051,9.1941,10.270
23:27:39:0500,-3.8519,2.6904,9.2927,10.413
23:27:39:0570,-4.4745,2.8301,11.4246,12.592
23:27:39:0690,-5.8460,3.6120,16.7526,18.107
23:27:39:0760,-5.2972,3.1105,12.5758,13.996
23:27:39:0920,-3.9164,2.4402,8.4417,9.621
23:27:39:0960,-3.6136,2.5056,8.5171,9.585
23:27:39:1230,-3.3717,2.5690,8.5970,9.585
23:27:39:1250,-3.1509,2.6521,8.6722,9.600
23:27:39:1330,-2.8500,2.7584,8.7155,9.576
23:27:39:1360,-2.6548,2.8604,8.7366,9.569
23:27:39:1500,-2.4279,2.9422,8.4706,9.290
23:27:39:1680,-0.2929,3.0159,5.0557,5.894
23:27:39:1739,-1.4126,1.8264,-9.9976,10.261
23:27:39:1760,-1.8185,1.6325,-11.1253,11.391
23:27:39:1860,-2.9877,0.6940,-12.5388,12.909
23:27:39:2039,-4.8145,0.5294,-13.8471,14.670
23:27:39:2080,-5.8969,2.2356,-15.9483,17.150
23:27:39:2170,-4.7035,3.0142,-16.8408,17.743
23:27:39:2260,-4.8571,2.7619,-16.8258,17.729
23:27:39:2360,-2.6956,1.8871,-2.3854,4.064
23:27:39:2520,-0.7555,0.3343,1.4279,1.650
23:27:39:2720,-0.1658,-0.3375,2.0744,2.108
23:27:39:2740,0.2835,-1.1229,1.9951,2.307
23:27:39:2770,-0.0546,-2.1492,0.3988,2.187
23:27:39:2920,-1.1767,-3.4065,-3.6468,5.127
23:27:39:2970,-1.4056,-3.7617,-4.7227,6.199
